"","zip","Provider.ID","Hospital.Name","Address","City","State","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.meaningful.use.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","Mortality.national.comparison","Mortality.national.comparison.footnote","Safety.of.care.national.comparison","Safety.of.care.national.comparison.footnote","Readmission.national.comparison","Readmission.national.comparison.footnote","Patient.experience.national.comparison","Patient.experience.national.comparison.footnote","Effectiveness.of.care.national.comparison","Effectiveness.of.care.national.comparison.footnote","Timeliness.of.care.national.comparison","Timeliness.of.care.national.comparison.footnote","Efficient.use.of.medical.imaging.national.comparison","Efficient.use.of.medical.imaging.national.comparison.footnote","Location","X","city","state","latitude","longitude"
"1508",38372,440109,"HARDIN MEDICAL CENTER","935 WAYNE ROAD","SAVANNAH","TN","HARDIN",7319268121,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","Same as the national average","","Same as the national average","","935 WAYNE ROAD
SAVANNAH, TN
(35.227115, -88.230265)",17586,"Savannah","TN",35.180947,-88.18946
"1509",38401,440073,"MAURY REGIONAL HOSPITAL","1224 TROTWOOD AVE","COLUMBIA","TN","MAURY",9313811111,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"4","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","1224 TROTWOOD AVE
COLUMBIA, TN
(35.605855, -87.065844)",17604,"Columbia","TN",35.619784,-87.03565
"1510",38464,440175,"SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE","HWY 43 S BOX 847","LAWRENCEBURG","TN","LAWRENCE",9317626571,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","HWY 43 S BOX 847
LAWRENCEBURG, TN
",17621,"Lawrenceburg","TN",35.259613,-87.37522
"1511",38478,440020,"SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI","1265 E COLLEGE ST","PULASKI","TN","GILES",9313637531,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"4","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","1265 E COLLEGE ST
PULASKI, TN
(35.19129, -87.004322)",17631,"Pulaski","TN",35.204983,-87.01246
"1512",38485,440010,"WAYNE MEDICAL CENTER","103 J V MANGUBAT DR","WAYNESBORO","TN","WAYNE",9317225411,"Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","103 J V MANGUBAT DR
WAYNESBORO, TN
(35.325355, -87.757533)",17635,"Waynesboro","TN",35.343716,-87.75739
"1513",38501,440059,"COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","COOKEVILLE","TN","PUTNAM",9316462000,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"3","","Below the national average","","Above the national average","","Below the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","1 MEDICAL CENTER BOULEVARD
COOKEVILLE, TN
(36.16996, -85.50935)",17639,"Cookeville","TN",36.1832,-85.52054
"1514",38551,441319,"CUMBERLAND RIVER HOSPITAL","100 OLD JEFFERSON ST","CELINA","TN","CLAY",9312433581,"Critical Access Hospitals","Physician",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","100 OLD JEFFERSON ST
CELINA, TN
(36.544736, -85.501173)",17656,"Celina","TN",36.547412,-85.48904
"1515",38555,440009,"CUMBERLAND MEDICAL CENTER","421 S MAIN ST","CROSSVILLE","TN","CUMBERLAND",9314849511,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Below the national average","","Same as the national average","","Above the national average","","Below the national average","","421 S MAIN ST
CROSSVILLE, TN
(35.942713, -85.023007)",17660,"Crossville","TN",35.929314,-85.05926
"1516",38556,440083,"TENNOVA HEALTHCARE - JAMESTOWN","436 CENTRAL AVENUE WEST","JAMESTOWN","TN","FENTRESS",9318793352,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","436 CENTRAL AVENUE WEST
JAMESTOWN, TN
(36.431359, -84.942946)",17661,"Jamestown","TN",36.409385,-84.93393
"1517",38570,440187,"LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","LIVINGSTON","TN","OVERTON",9318235611,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"2","","Below the national average","","Below the national average","","Below the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","315 OAK ST BOX 550
LIVINGSTON, TN
(36.384695, -85.328097)",17673,"Livingston","TN",36.376289,-85.32585
"1518",38583,440192,"SAINT THOMAS HIGHLANDS HOSPITAL","401 SEWELL DR","SPARTA","TN","WHITE",9317389211,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Not Available","Results are not available for this reporting period","401 SEWELL DR
SPARTA, TN
(35.948273, -85.47684)",17685,"Sparta","TN",35.943026,-85.45113
"1519",38606,250128,"MERIT HEALTH BATESVILLE","303 MEDICAL CENTER DRIVE","BATESVILLE","MS","PANOLA",6625635611,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","303 MEDICAL CENTER DRIVE
BATESVILLE, MS
(34.306319, -89.916488)",17694,"Batesville","MS",34.309659,-89.963
"1520",38614,250042,"NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER","1970 HOSPITAL DRIVE","CLARKSDALE","MS","COAHOMA",6626273211,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"2","","Same as the national average","","Above the national average","","Below the national average","","Below the national average","","Same as the national average","","Same as the national average","","Same as the national average","","1970 HOSPITAL DRIVE
CLARKSDALE, MS
(34.197133, -90.552764)",17698,"Clarksdale","MS",34.196126,-90.59442
"1521",38635,250012,"ALLIANCE HEALTHCARE SYSTEM","1430 HIGHWAY 4 EAST / P O BOX 6000","HOLLY SPRINGS","MS","MARSHALL",6622521212,"Acute Care Hospitals","Physician",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","1430 HIGHWAY 4 EAST / P O BOX 6000
HOLLY SPRINGS, MS
(34.786835, -89.415027)",17716,"Holly Springs","MS",34.762615,-89.46092
"1522",38646,251314,"QUITMAN COUNTY HOSPITAL CAH","340 GETWELL DRIVE","MARKS","MS","QUITMAN",6623268031,"Critical Access Hospitals","Proprietary",TRUE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","340 GETWELL DRIVE
MARKS, MS
(34.247464, -90.277059)",17725,"Marks","MS",34.261893,-90.27443
"1523",38652,250006,"BAPTIST MEMORIAL HOSPITAL UNION COUNTY","200 HWY 30 WEST","NEW ALBANY","MS","UNION",6625387631,"Acute Care Hospitals","Voluntary non-profit - Other",TRUE,TRUE,"4","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","200 HWY 30 WEST
NEW ALBANY, MS
",17730,"New Albany","MS",34.489085,-88.99973
"1524",38654,250167,"METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL","4250 BETHEL ROAD","OLIVE BRANCH","MS","DESOTO",6629329000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Same as the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","Above the national average","","Same as the national average","","4250 BETHEL ROAD
OLIVE BRANCH, MS
(34.922615, -89.794873)",17731,"Olive Branch","MS",34.954106,-89.83743
"1525",38655,250034,"BAPTIST MEMORIAL HOSPITAL NORTH MS","2301 SOUTH LAMAR","OXFORD","MS","LAFAYETTE",6622328100,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"4","","Same as the national average","","Above the national average","","Same as the national average","","Below the national average","","Same as the national average","","Above the national average","","Same as the national average","","2301 SOUTH LAMAR
OXFORD, MS
(34.349714, -89.520575)",17732,"Oxford","MS",34.345016,-89.50735
"1526",38663,251337,"TIPPAH COUNTY HOSPITAL","1005 CITY AVE NORTH","RIPLEY","MS","TIPPAH",6628379221,"Critical Access Hospitals","Government - Local",FALSE,TRUE,"Not Available","There are too few measures or measure groups reported to calculate a star rating or measure group score","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Not Available","Results are not available for this reporting period","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","1005 CITY AVE NORTH
RIPLEY, MS
(34.739205, -88.949493)",17736,"Ripley","MS",34.739023,-88.92629
"1527",38668,250126,"NORTH OAK REGIONAL MEDICAL CENTER","401 GETWELL DR","SENATOBIA","MS","TATE",6625623100,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"3","","Same as the national average","","Not Available","Results are not available for this reporting period","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Not Available","Results are not available for this reporting period","401 GETWELL DR
SENATOBIA, MS
(34.624678, -89.956744)",17740,"Senatobia","MS",34.607602,-89.94635
"1528",38671,250141,"BAPTIST MEMORIAL HOSPITAL DESOTO","7601 SOUTHCREST PARKWAY","SOUTHAVEN","MS","DESOTO",6627724000,"Acute Care Hospitals","Voluntary non-profit - Private",TRUE,TRUE,"2","","Same as the national average","","Same as the national average","","Below the national average","","Below the national average","","Same as the national average","","Below the national average","","Above the national average","","7601 SOUTHCREST PARKWAY
SOUTHAVEN, MS
(34.968348, -89.995535)",17743,"Southaven","MS",34.96848,-89.99793
"1529",38704,250082,"DELTA REGIONAL MEDICAL CENTER","1400 E UNION ST","GREENVILLE","MS","WASHINGTON",6623783783,"Acute Care Hospitals","Government - Local",TRUE,TRUE,"2","","Below the national average","","Same as the national average","","Same as the national average","","Below the national average","","Below the national average","","Above the national average","","Same as the national average","","1400 E UNION ST
GREENVILLE, MS
(33.409906, -91.035329)",17759,"Greenville","MS",33.253401,-90.918503
"1530",38732,250093,"BOLIVAR MEDICAL CENTER","901 E SUNFLOWER RD","CLEVELAND","MS","BOLIVAR",6628460061,"Acute Care Hospitals","Proprietary",TRUE,TRUE,"2","","Below the national average","","Same as the national average","","Below the national average","","Same as the national average","","Same as the national average","","Above the national average","","Same as the national average","","901 E SUNFLOWER RD
CLEVELAND, MS
(33.747471, -90.708128)",17768,"Cleveland","MS",33.749149,-90.71329
